s,Pa,Pa,Pa
 8.1649658E+000, 1.5635711E+003, 4.4762590E-003, 8.5136524E-003
 8.3690900E+000, 1.6034142E+003, 4.5963644E-003, 8.7551042E-003
 8.5732141E+000, 1.6432429E+003, 4.7163515E-003, 8.9959373E-003
 8.7773382E+000, 1.6830571E+003, 4.8361871E-003, 9.2345710E-003
 8.9814624E+000, 1.7228601E+003, 4.9558455E-003, 9.4699639E-003
 9.1855865E+000, 1.7626487E+003, 5.0753133E-003, 9.7017389E-003
 9.3897107E+000, 1.8024228E+003, 5.1945470E-003, 9.9301831E-003
 9.5938348E+000, 1.8421858E+003, 5.3135270E-003, 1.0156124E-002
 9.7979590E+000, 1.8819344E+003, 5.4322436E-003, 1.0380712E-002
 1.0002083E+001, 1.9216685E+003, 5.5506828E-003, 1.0605172E-002
 1.0206207E+001, 1.9613916E+003, 5.6702006E-003, 1.0831071E-002
 1.0410331E+001, 1.5543936E+003, 2.3067859E+002, 1.3140992E-001
 1.0614456E+001, 1.2845997E+003, 3.9095056E+002, 9.8867238E-002
 1.0818580E+001, 1.1071118E+003, 5.0376888E+002, 6.1915292E-002
 1.1022704E+001, 9.9181280E+002, 5.8447019E+002, 4.3281009E-002
 1.1226828E+001, 9.1843674E+002, 6.4342643E+002, 3.3207215E-002
 1.1430952E+001, 8.7333793E+002, 6.8767808E+002, 2.8370609E-002
 1.1635076E+001, 8.4732255E+002, 7.2199664E+002, 2.6806859E-002
 1.1839200E+001, 8.3418611E+002, 7.4960500E+002, 2.7138198E-002
 1.2043325E+001, 8.2973438E+002, 7.7267262E+002, 2.8415807E-002
 1.2247449E+001, 8.3113291E+002, 7.9266076E+002, 3.0015425E-002
 1.2451573E+001, 8.3647815E+002, 8.1056556E+002, 3.1549906E-002
 1.2655697E+001, 8.4448709E+002, 8.2706147E+002, 3.2793696E-002
 1.2859821E+001, 8.5429407E+002, 8.4260426E+002, 3.3635520E-002
 1.3063945E+001, 8.6531434E+002, 8.5750135E+002, 3.4030272E-002
 1.3268069E+001, 8.7715455E+002, 8.7196173E+002, 3.3986247E-002
 1.3472194E+001, 8.8954648E+002, 8.8612390E+002, 3.3551931E-002
 1.3676318E+001, 9.0230998E+002, 9.0008237E+002, 3.2810145E-002
 1.3880442E+001, 9.1532564E+002, 9.1390315E+002, 3.1847651E-002
 1.4084566E+001, 9.2850893E+002, 9.2762696E+002, 3.0762087E-002
 1.4288690E+001, 9.4180424E+002, 9.4128280E+002, 2.9638914E-002
 1.4492814E+001, 9.5517603E+002, 9.5489230E+002, 2.8544202E-002
 1.4696938E+001, 9.6859676E+002, 9.6846669E+002, 2.7513259E-002
 1.4901063E+001, 9.8204922E+002, 9.8201502E+002, 2.6555812E-002
 1.5105187E+001, 9.9552367E+002, 9.9554550E+002, 2.5651219E-002
 1.5309311E+001, 1.0090103E+003, 1.0090607E+003, 2.4761617E-002
 1.5513435E+001, 9.3773415E+002, 9.3767381E+002, 2.5664814E+002
 1.5717559E+001, 8.9308008E+002, 8.9304474E+002, 4.3328403E+002
 1.5921683E+001, 8.6628793E+002, 8.6626465E+002, 5.5587917E+002
 1.6125807E+001, 8.5152092E+002, 8.5149017E+002, 6.4196078E+002
 1.6329932E+001, 8.4485916E+002, 8.4481158E+002, 7.0337962E+002
 1.6534056E+001, 8.4366216E+002, 8.4359455E+002, 7.4814157E+002
 1.6738180E+001, 8.4615081E+002, 8.4606422E+002, 7.8165485E+002
 1.6942304E+001, 8.5112612E+002, 8.5102465E+002, 8.0757265E+002
 1.7146428E+001, 8.5777814E+002, 8.5766785E+002, 8.2836071E+002
 1.7350552E+001, 8.6556056E+002, 8.6544853E+002, 8.4568426E+002
 1.7554676E+001, 8.7410578E+002, 8.7399918E+002, 8.6066881E+002
 1.7758801E+001, 8.8316452E+002, 8.8306984E+002, 8.7407320E+002
 1.7962925E+001, 8.9256897E+002, 8.9249139E+002, 8.8641031E+002
 1.8167049E+001, 9.0220663E+002, 9.0214956E+002, 8.9802718E+002
 1.8371173E+001, 9.1200006E+002, 9.1196500E+002, 9.0915668E+002
 1.8575297E+001, 9.2189752E+002, 9.2188404E+002, 9.1995651E+002
 1.8779421E+001, 9.3186565E+002, 9.3187161E+002, 9.3053466E+002
 1.8983546E+001, 9.4187924E+002, 9.4190114E+002, 9.4096131E+002
 1.9187670E+001, 9.5192237E+002, 9.5195575E+002, 9.5128488E+002
 1.9391794E+001, 9.6198584E+002, 9.6202576E+002, 9.6153953E+002
 1.9595918E+001, 9.7206087E+002, 9.7210239E+002, 9.7174570E+002
 1.9800042E+001, 9.8214260E+002, 9.8218116E+002, 9.8191821E+002
 2.0004166E+001, 9.9222910E+002, 9.9226091E+002, 9.9206835E+002
 2.0208290E+001, 1.0023168E+003, 1.0023391E+003, 1.0022015E+003
 2.0412415E+001, 6.7639370E+002, 6.7532278E+002, 6.7592859E+002
 2.0616539E+001, 4.5666621E+002, 4.5591073E+002, 4.5632234E+002
 2.0820663E+001, 3.0833278E+002, 3.0776244E+002, 3.0807498E+002
 2.1024787E+001, 2.0819438E+002, 2.0760115E+002, 2.0796766E+002
 2.1228911E+001, 1.4058238E+002, 1.4000073E+002, 1.4038287E+002
 2.1433035E+001, 9.4933270E+001, 9.4335766E+001, 9.4748318E+001
 2.1637159E+001, 6.4109794E+001, 6.3484120E+001, 6.3929960E+001
 2.1841284E+001, 4.3294979E+001, 4.2647782E+001, 4.3114843E+001
 2.2045408E+001, 2.9237394E+001, 2.8588522E+001, 2.9055037E+001
 2.2249532E+001, 1.9741765E+001, 1.9115368E+001, 1.9557583E+001
 2.2453656E+001, 1.3325973E+001, 1.2746262E+001, 1.3141242E+001
 2.2657780E+001, 8.9896002E+000, 8.4783040E+000, 8.8065650E+000
 2.2861904E+001, 6.0572038E+000, 5.6305943E+000, 5.8786735E+000
 2.3066028E+001, 4.0727519E+000, 3.7399283E+000, 3.9018420E+000
 2.3270153E+001, 2.7283112E+000, 2.4906489E+000, 2.5683090E+000
 2.3474277E+001, 1.8159108E+000, 1.6677040E+000, 1.6701833E+000
 2.3678401E+001, 1.1950496E+000, 1.1250200E+000, 1.0669817E+000
 2.3882525E+001, 7.7079317E-001, 7.6383668E-001, 6.6373026E-001
 2.4086649E+001, 4.7898495E-001, 5.1774473E-001, 3.9606148E-001
 2.4290773E+001, 2.7628894E-001, 3.4267456E-001, 2.2029726E-001
 2.4494897E+001, 1.3345412E-001, 2.1017714E-001, 1.0669721E-001
 2.4699022E+001, 3.0771512E-002, 1.0279016E-001, 3.4896774E-002
 2.4903146E+001,-4.5014500E-002, 1.0717452E-002,-9.0883310E-003
 2.5107270E+001,-1.0276456E-001,-7.0676772E-002,-3.4914891E-002
 2.5311394E+001,-1.4835566E-001,-1.4285840E-001,-4.9282905E-002
 2.5515518E+001,-1.8566139E-001,-2.0558593E-001,-5.6776045E-002
 2.5719642E+001,-2.1721749E-001,-2.5802054E-001,-6.0532004E-002
 2.5923766E+001,-2.4467050E-001,-2.9933780E-001,-6.2603447E-002
 2.6127891E+001,-2.6908745E-001,-3.2911017E-001,-6.4282654E-002
 2.6332015E+001,-2.9115056E-001,-3.4744973E-001,-6.6354265E-002
 2.6536139E+001,-3.1130756E-001,-3.5510033E-001,-6.9236167E-002
 2.6740263E+001,-3.2985826E-001,-3.5342239E-001,-7.3101060E-002
 2.6944387E+001,-3.4701519E-001,-3.4430344E-001,-7.7957597E-002
 2.7148511E+001,-3.6293819E-001,-3.2998713E-001,-8.3706935E-002
 2.7352635E+001,-3.7775083E-001,-3.1285853E-001,-9.0195872E-002
 2.7556760E+001,-3.9155134E-001,-2.9524743E-001,-9.7242943E-002
 2.7760884E+001,-4.0441890E-001,-2.7925891E-001,-1.0465615E-001
 2.7965008E+001,-4.1641211E-001,-2.6662192E-001,-1.1225206E-001
 2.8169132E+001,-4.2757321E-001,-2.5858648E-001,-1.1984581E-001
 2.8373256E+001,-4.3792584E-001,-2.5588883E-001,-1.2726553E-001
 2.8577380E+001,-4.4747456E-001,-2.5872509E-001,-1.3434302E-001
 2.8781504E+001,-4.5620828E-001,-2.6678323E-001,-1.4091702E-001
 2.8985629E+001,-4.6409975E-001,-2.7931011E-001,-1.4683169E-001
 2.9189753E+001,-4.7111294E-001,-2.9518561E-001,-1.5193862E-001
 2.9393877E+001,-4.7720725E-001,-3.1309305E-001,-1.5612992E-001
 2.9598001E+001,-4.8233420E-001,-3.3158383E-001,-1.5930829E-001
 2.9802125E+001,-4.8647506E-001,-3.4931047E-001,-1.6156139E-001
 3.0000000E+001,-4.8968428E-001,-3.6531665E-001,-1.6255215E-001
